TID|Genre|Style|StyleDesciption|Style_address
70000493|Reggae|Roots Reggae|Subgenre of reggae with lyrics dealing with Rastafarian thematics (Jah, Babylon, Panafricanism, spirituality&#8230;)|/style/roots+reggae
70000494|Reggae|Soca|Soca is an offshoot of kaiso/calypso, with influences from Latin, cadence, funk and soul.Soca music (defined by Lord Shorty, its inventor, as the "Soul of Calypso";) is a genre of music that originated in Trinidad and Tobago in the early 1970s.  It was initially developed in an effort to revive traditional calypso, the popularity of which had been flagging among younger generations in Trinidad due to the rise in popularity of reggae from Jamaica and soul and funk from USA.It has since developed into a range of styles. |/style/soca
70000495|Reggae|Steel Band||/style/steel+band
70000496|Rock|Acid Rock|Acid Rock is a form of Rock Music which evolved from Psychedelic Rockand Psychedelic Music in general. Although Acid Rock is very similar toPsychedelic Rock, Acid Rock has more Blues, Folk, and Hard Rock aspects,than most Psychedelic Music. Just like Psychedelic Rock, Acid Rock also has itsorigins in the mid-1960s.It has also been noted that Acid Rock is considered to be more Heavy, Harsh, Hard, and Louder sound than its Psychedelic influences. Also, the lyrics usually contain drug references, and has long, usually improvised guitar solos, with distinct effects.|/style/acid+rock
70000497|Rock|Acoustic|Acoustic is any music that has a focus on acoustic instruments instead of electronics.|/style/acoustic
70000498|Rock|Alternative Rock|Alternative rock (also called alternative music, alt-rock or simply alternative) is a genre of rock music that emerged from the independent music underground of the 1980s and became widely popular by the 1990s. The "alternative"; definition refers to the genre's distinction from mainstream rock music, expressed primarily in a distorted guitar sound, subversive and/or transgressive lyrics and generally a nonchalant, defiant attitude. The term's original meaning was broader, referring to a generation of musicians unified by their collective debt to either the musical style, or simply the independent, D.I.Y. ethos of punk rock, which in the late 1970s laid the groundwork for alternative music. At times, "alternative"; has been used as a catch-all description for music from underground rock artists that receives mainstream recognition, or for any music, whether rock or not, that is seen to be descended from punk rock (including some examples of punk itself, as well as new wave, and post-punk).|/style/alternative+rock
70000499|Rock|AOR|Album-Oriented Rock. A style of music associated with an FM Radio format in which album tracks, rather than released singles, are played. It's roots originate in the underground-FM stations of the late 1960s &#8211; early 1970s, such as KPPC-FM (Los Angeles) and WNEW-FM (New York City). |/style/aor
70000500|Rock|Arena Rock|Pop-oriented rock music that's harder than Pop Rock. Key elements usually include prominent electric guitar and drums, guitar solos, and keyboards.|/style/arena+rock
70000501|Rock|Art Rock|rock music that incorporates elements of high art, particularly from classical realms|/style/art+rock
70000502|Rock|Atmospheric Black Metal||/style/atmospheric+black+metal
70000503|Rock|Avantgarde|Avant-garde music is music that is considered to be at the forefront of experimentation or innovation in its field.|/style/avantgarde
70000504|Rock|Beat|Beat music, British beat, or Merseybeat (after bands from Liverpool and nearby areas beside the River Mersey) is a pop and rock music genre that developed in the United Kingdom in the early 1960s. Beat music is a fusion of rock and roll (mainly Chuck Berry guitar style and the midtempo beat of artists like Buddy Holly), doo-wop, skiffle and R&B. The genre provided many of the bands responsible for the British Invasion of the American pop charts starting in 1964, and provided the model for many important developments in pop and rock music, including the format of the rock group around lead, rhythm and bass guitars with drums.|/style/beat
70000505|Rock|Black Metal|&#8216;Black Metal"; came to life and took his name also in 1982 from the album [Black Metal](https://www.discogs.com/Venom-Black-Metal/master/57707), that also influenced the creation of other extreme Metal styles such as Thrash, Speed and Death.A form of overtly occult extreme metal that propagated widely in the 1990s as a reaction to the popular death metal and grind of the time, influenced by more primitive metal styles of the early to mid '80s (sometimes retroactively labeled as "first wave black metal";).The style is typified by high-pitched screaming/shrieking vocals, distorted, trebly guitar often tremolo-picked, and fast, often simple drumming. Also its lyrically it focuses in Satanism.|/style/black+metal
70000506|Rock|Blues Rock|A Soul, Blues, and Rock mixture. Usually a form  of Blue-Eyed Soul.|/style/blues+rock
70000507|Rock|Brit Pop|Brit Pop was a British movement from early 1990s onwards (a term coined by the press and much debated which release spearheaded it; with Suede's debut album or Blur's Popscene single). It grew out of the indie and Madchester scenes of the previous decade and was heavily influenced by the British rock bands of the 1960s, in particular The Beatles, The Kinks and The Small Faces. It was seen as a backlash against American styles, most particularly Grunge. Heavily melodic, with a traditional bass / guitar / drums /keyboard lineuup, Oasis and Blur took the style around the world with much success. It was, as a style, essentially finished by 2000.Brit Pop should not be applied to bands / acts from the sixties or outside this defined era. Just because a band is British, or British and recorded in this era, that does not make them Brit Pop. Use carefully.|/style/brit+pop
70000508|Rock|Classic Rock|Classic Rock was a genre mostly defined by US FM radio formats in the 1970s, growing out of the earlier Album Oriented Rock (AOR) format. It was a harder, often Blues and Prog influenced style and was a reaction against both Punk / New Wave and Disco.This style is not correctly applied to sixties or 70s Pop Rock, Beat or Garage Rock bands, such as The Beatles, The Yardbirds or The Rolling Stones (pre 1970).|/style/classic+rock
70000509|Rock|Coldwave||/style/coldwave
70000510|Rock|Country Rock|"The typical country-rock song was an identifiable "rock"; creation that used at least one element of standard country instrumentation, be it pedal steel or fiddle, kept the arrangement largely acoustic except for bass, and utilized countryish, Appalachian-style harmonies.";https://www.thoughtco.com/overview-of-country-rock-genre-2522362|/style/country+rock
70000511|Rock|Crust|Crust (or crust punk) is a form of music influenced by hardcore punk and extreme metal. The style, which evolved in the mid-1980s in England, often has songs with dark and pessimistic lyrics that linger on political and social ills. The term "crust"; was coined by Hellbastard on their 1986 Ripper Crust demo. Crust is partly defined by its "bassy"; and "dirty"; sound. It is often played at a fast tempo with occasional slow sections. Vocals are usually guttural and may be grunted, growled or screamed. Crust punk takes cues from the anarcho-punk of Crass and Discharge and the extreme metal of bands like Venom, Hellhammer/Celtic Frost and Motörhead. While the term was first associated with Hellbastard, Amebix have been described as the originators of the style.|/style/crust
70000512|Rock|Death Metal|A form of extreme metal that usually uses low pitched growling vocals with thickly distorted guitars playing at ranging speeds (usually extremely fast or slow), and with fast brutal drumming.|/style/death+metal
70000513|Rock|Deathcore||/style/deathcore
70000514|Rock|Deathrock||/style/deathrock
70000515|Rock|Depressive Black Metal||/style/depressive+black+metal
70000516|Rock|Doo Wop|Criterion elements of doo-wop: Vocal Group Harmony Wide Range of Voices Nonsense Syllables Simple Beat & Light Instrumentation Simple Music & Lyrics. This information is from the book "Doo-Wop The forgotten third of Rock &#8216;n Roll"; by Dr. Anthony J. Gribin & Dr. Matthew M. Schiff. Library of Congress 91-77560, ISBN 0-87341-197-8, Page 17 of chapter 2. Published by Krause Publications of Iola, WI. 1992.|/style/doo+wop
70000517|Rock|Doom Metal|In this genre, slow-burning electric guitars crunch walls of thick and heavy riffs, played sostenuto, creating effects of darkness, evil, or misery. Sometimes combined with the sounds of psychedelic rock, noise or drone genres, Doom Metal sounds exactly as its title suggests: with or without harsh vocals, there is always a sense of impending doom, an ominous malaise or menace, in its undertow. Doom Metal presents itself as a high art form of heavy metal.|/style/doom+metal
70000518|Rock|Dream Pop||/style/dream+pop
70000519|Rock|Emo|Emo is a genre of rock music characterized by an emphasis on emotional expression, sometimes through confessional lyrics. It emerged as a style of post-hardcore from the mid-1980s hardcore punk movement in Washington, D.C., where it was known as emotional hardcore or emocore and pioneered by bands such as Rites of Spring and Embrace. In the early 1990s, emo was adopted and reinvented by alternative/indie rock and pop punk bands such as Jawbreaker, Sunny Day Real Estate, Weezer and Jimmy Eat World. By the mid-1990s, emo bands such as Braid, the Promise Ring and the Get Up Kids emerged from the burgeoning Midwest emo scene, and several independent record labels began to specialize in the genre. Provided by Wikipedia under Creative Commons Attribution CC-BY-SA 4.0 |/style/emo
70000520|Rock|Ethereal|New Wave- and Gothic Rock-related style, developed in the early 1980s by [4AD](http://www.discogs.com/label/634-4AD) bands such as [Cocteau Twins](http://www.discogs.com/artist/12373-Cocteau-Twins) and [Dead Can Dance](http://www.discogs.com/artist/12368-Dead-Can-Dance). Typical of the style is the use of delay- and echo-drenched guitar textures and female vocals.|/style/ethereal
70000521|Rock|Folk Metal||/style/folk+metal
70000522|Rock|Folk Rock|Folk rock is a musical genre combining elements of folk music and rock music. In its earliest and narrowest sense, the term referred to a genre that arose in the United States and the UK around the mid-1960s. The genre was pioneered by the Los Angeles band The Byrds, who began playing traditional folk music and Bob Dylan-penned material with rock instrumentation, in a style heavily influenced by The Beatles and other British bands. The term "folk rock"; was itself first coined by the U.S. music press to describe The Byrds' music in June 1965, the same month that the band's debut album was issued. The release of The Byrds' cover version of Dylan's "Mr. Tambourine Man"; and its subsequent commercial success initiated the folk rock explosion of the mid-1960s. Dylan himself was also influential on the genre, particularly his recordings with an electric rock band on the Bringing It All Back Home, Highway 61 Revisited, and Blonde on Blonde albums. Dylan's 25 July 1965 appearance at the Newport Folk Festival with an electric backing band is also considered a pivotal moment in the development of folk rock.|/style/folk+rock
70000523|Rock|Funeral Doom Metal|Funeral doom is a style of doom metal that crosses death-doom with funeral dirge music. It is played at a very slow tempo, and places an emphasis on evoking a sense of emptiness and despair. Typically, electric guitars are heavily distorted and dark ambient aspects such as keyboards or synthesizers are often used to create a "dreamlike"; atmosphere. Organs are also utilized in keeping with dirge music. Vocals consist of mournful chants or growls and are often in the background. |/style/funeral+doom+metal
70000524|Rock|Funk Metal||/style/funk+metal
70000525|Rock|Garage Rock|Raw, energetic and primal variety of rock and roll that flourished in the mid-1960s as many young people, inspired by The Beatles, decided to form bands. Precursor to psychedelic rock, garage rock is characterized by sometimes aggressive and unsophisticated lyrics and delivery, typically using guitars distorted through a fuzzbox.At the time there was no specific label and garage rock was not recognized as a separate genre, but critical recognition in the early 1970s through the release of the the Nuggets compilation albums did much to define and memorialize the style. The term derives from the perception the groups were young amateurs who rehearsed in their family garage, although many were professionals and never played in a garage at all. |/style/garage+rock
70000526|Rock|Glam|The original Glam was a poppy UK (and NYC) pre-punk style that was often rhythm heavy, albeit with short snappy, almost Rock & Roll, songs. The artists wore heavy makeup and often outrageous costumes. It heavily influenced the second style below, and the UK punk revolution of 1976.Poppy heavy metal music popular throughout the later 1980's and the first part of the 1990's. Vocals are usually harmonized and the songs are very accessible by mass audiences.|/style/glam
70000527|Rock|Goregrind||/style/goregrind
70000528|Rock|Goth Rock|Goth rock first appeared in the UK in the late 1970's, it is generally a dark and serious form of rock music, with style elements stemming from &#8216;Post Punk', &#8216;Post Rock' and &#8216;Psychedelic Rock', later on incorporating elements of &#8216;Synth Wave', with bands and releases using more electronic elements and fusing elements from other styles into the sound. Sometimes synonymous with "Death Rock";, "Goth Rock"; bands' sound can vary quite a bit from artist to artist, album to album and song to song. Song structures, tempos and instrumentation are fairly experimental, and the style is mostly cohesive due to it's themes, aesthetics and lifestyle. Themes incorporate a spectrum of issues from political angst to alienation in the modern world to romantic tragedy, most of the lyrics and vibe tending to be gloomy and depressing (like some might interpret, describe or express much of England's weather). Later becoming in some ways more of a counter-culture/underground movement than just a musical style by individuals who felt alienated by mainstream society and wished to express their rejection of the status quo through music, art and fashion. &#8216;Ethereal' (sometimes called &#8216;Ethereal Goth') is a closely related and similar style.|/style/goth+rock
70000529|Rock|Gothic Metal||/style/gothic+metal
70000530|Rock|Grindcore|Grindcore is an extreme genre of music that originated in the early to mid-1980s. It draws inspiration from some of the most abrasive-sounding genres – including hardcore punk, thrash metal, crust punk, industrial and noise rock. Grindcore is characterized by a noise-filled sound that uses heavily distorted, down-tuned guitars, grinding overdriven bass, high speed tempo, blast beats, and vocals which consist of growls and high-pitched shrieks. Early groups like Napalm Death are credited with laying the groundwork for the style. It is most prevalent today in North America and Europe, with popular contributors such as Brutal Truth and Nasum. Lyrical themes range from a primary focus on social and political concerns, to gory subject matter and black humor.|/style/grindcore
70000531|Rock|Groove Metal||/style/groove+metal
70000532|Rock|Grunge|An alternative rock sub-style/offshoot that surfaced in the early 90's in the NW coast United States, the epicenter of which being Seattle, WA.|/style/grunge
70000533|Rock|Hard Rock|Hard rock (or heavy rock) is a loosely defined subgenre of rock music which has its earliest roots in mid-1960s garage rock, blues rock and psychedelic rock. It is typified by a heavy use of aggressive vocals, distorted electric guitars, bass guitar, drums, and often accompanied with pianos and keyboards.|/style/hard+rock
70000534|Rock|Heavy Metal|Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom and the United States. With roots in blues rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness. Heavy metal lyrics and performance styles are often associated with masculinity, aggression, and machismo.|/style/heavy+metal
70000535|Rock|Horror Rock||/style/horror+rock
70000536|Rock|Indie Rock|Indie rock is a genre of alternative rock that originated in the United Kingdom in the 1980s. Indie rock is extremely diverse, with sub-genres that include indie pop, jangle pop, C86, and lo-fi, among others. Originally used to describe record labels, the term became associated with the music they produced and was initially used interchangeably with alternative rock. As grunge and punk revival bands in the US, and then Britpop bands in the UK, broke into the mainstream in the 1990s, it came to be used to identify those acts that retained an outsider and underground perspective. In the 2000s, as a result of changes in the music industry and the growing importance of the Internet, a number of indie rock acts began to enjoy commercial success, leading to questions about its meaningfulness as a term.|/style/indie+rock
70000537|Rock|Industrial Metal||/style/industrial+metal
70000538|Rock|J-Rock|Japanese rock (Japanese: 日本のロック, Hepburn: Nihon no Rokku), sometimes abbreviated to J-rock (ジェイ・ロック, Jei Rokku), is rock music from Japan. Influenced by American and British rock of the 1960s, the first rock bands in Japan performed what is called Group Sounds, with lyrics almost exclusively in English. Folk rock band Happy End in the early 1970s are credited as the first to sing rock music in the Japanese language. Punk rock bands Boøwy and The Blue Hearts and hard rock/heavy metal groups X Japan and B'z led Japanese rock in the late 1980s and early 1990s by achieving major mainstream success. |/style/j-rock
70000539|Rock|Jangle Pop||/style/jangle+pop
70000540|Rock|K-Rock||/style/k-rock
70000541|Rock|Krautrock|Krautrock is a musical genre emerged in the late 1960s, mainly represented by groups from West Germany. It is a general term used for bands playing experimental, partly electronic type of music. Krautrock is originally a subgenre to the progressive rock, but instead of adding components of jazz and classical music (as happened in US and UK), the German musicians created a more mechanical and electronic sound.The word "krautrock"; was coined by the English music press, and was initially insulting as the word kraut was slang for a German person, referring to the German dish "sauerkraut";. The negative connotation dissappeared as the music made by these bands since then was highly appreciated. Today, the word is honoring rather than insulting.Typical krautrock bands in the early 1970s were Amon Düül II, Tangerine Dream, Faust, Can and other bands associated with the Cologne-based producer Conny Plank, like Neu!, Kraftwerk and Cluster. The composer Karlheinz Stockhausen also had influence on this experimental scene.|/style/krautrock
70000542|Rock|Lo-Fi|Lo-fi music includes sounds that would normally be considered imperfections in the context of a professional studio recording. Examples include misplayed notes, a degraded quality, audible tape edits, and background noises (coughing, laughing, chair squeaks, passing cars, machine humming &#8230;).The standards of lo-fi have evolved throughout the decades and the term itself only began to describe a style of music in the 1990s. Even though some older examples may not have been originally recognized as lo-fi, the qualifier may still be applicable.|/style/lo-fi
70000543|Rock|Lounge|Lounge music is a type of easy listening music popular in the 1950s and 1960s. It may be meant to evoke in the listeners the feeling of being in a place, usually with a tranquil theme, such as a jungle, an island paradise or outer space. The range of lounge music encompasses beautiful music–influenced instrumentals, modern electronica (with chillout, and downtempo influences), while remaining thematically focused on its retro-space-age cultural elements. The earliest type of lounge music appeared during the 1920s and 1930s, and was known as light music. In the 21st century, the term lounge music may also be used to describe the types of music played in hotels (the lounge, the bar), casinos, supermarkets, several restaurants, and piano bars.**Retrospective usage**Exotica, space age pop, and some forms of easy listening music popular during the 1950s and 1960s are now broadly termed lounge. The term lounge does not appear in textual documentation of the period, such as Billboard magazine or long playing album covers, but has been retrospectively applied.While rock and roll was generally influenced by blues and country, lounge music was derived from jazz and other musical elements borrowed from traditions around the world. Exotica from such artists as Les Baxter, Martin Denny and Arthur Lyman sold millions of records during its heyday. It combined music that was popular outside the USA, such as various Latin genres (e.g., Bossa nova, Cha-Cha-Cha, Mambo as in Cal Tjader's fine Latin jazz efforts), Polynesian, French, etc. into a relaxed, palatable sound. Such music could have some instruments exaggerated (e.g., a Polynesian song might have an exotic percussion arrangement using bongos, and vocalists imitating wild animals). Many of these recordings were portrayed as originating in exotic foreign lands, but in truth were recorded in Hollywood recording studios by veteran session musicians. Another genre, space age pop, mimicked space age sound effects of the time and reflected the public interest in space exploration. With the advent of stereophonic technology, artists such as Esquivel used spatial audio techniques to full effect, creating whooshing sounds with his orchestra.Allmusic describes lounge as less "adventurous"; than exotica or space age pop, but not as "watered-down"; as Muzak. "Instead, it occupied the middle ground, appealing to fans of traditional pop as well as space age pop.";A good deal of lounge music was pure instrumental (i.e., no main vocal part, although there could be minor vocal parts). Sometimes, this music would be theme music from movies or TV shows, although such music could be produced independently from other entertainment productions. These instrumentals could be produced with an orchestral arrangement, or from an arrangement of instruments very similar to that found in jazz, or even rock and roll such as the Hammond Organ or electric guitar.**Lounge singers**"Swinging"; music of the era is also considered "lounge"; and consisted of a schmaltzy continuation of the swing jazz era of the 1930s and 1940s, but with more of an emphasis on the vocalist. The legendary Rat Pack of Frank Sinatra, Dean Martin, and Sammy Davis Jr., along with similar artists such as Bobby Darin, Jackie Gleason, Wayne Newton, Louis Prima, Sonny King, and Sam Butera are notable examples. The music of Burt Bacharach was soon featured as part of many lounge singers' repertoires. Such artists performed mainly at featured lounges in Las Vegas casinos. Documented pioneers of the Las Vegas lounge scene, the Mary Kaye Trio were first on the scene in the early 50's.Lounge singers have a lengthy history stretching back to the decades of the early twentieth century. The somewhat derisive term lounge lizard was coined then, and less well known lounge singers have often been ridiculed as dinosaurs of past eras and parodied for their smarmy delivery of standards. In any event, these lounge singers, perhaps performing in a hotel or cocktail bar, are usually accompanied by one or two other musicians, and they favor cover songs composed by others, especially pop standards, many deriving from the days of Tin Pan Alley.Many well-known performers got their start as lounge singers and musicians. Although he claims not to have worked for very long, Billy Joel worked as a lounge musician and penned the song "Piano Man"; about his experience. Not all lounge singers, however, sing lounge music.**Resurgence**Lounge emerged in the late 1980s as a label of endearment by younger fans whose parents had listened to such music in the 1960s. It has enjoyed resurgences in popularity in the 1980s and 1990s, led initially by iconic figures such as Buster Poindexter and Jaymz Bee. In Japan, producer Yasuharu Konishi became popular for his work with Pizzicato Five, and is often considered "the Godfather of Shibuya-kei,"; a genre mostly derived from 1960s lounge music.In the early 1990s the lounge revival was in full swing and included such groups as Combustible Edison, Love Jones, The Cocktails, Pink Martini, the High Llamas, Don Tiki, and Nightcaps. Alternative band Stereolab demonstrated the influence of lounge with releases like their 1993 EP Space Age Bachelor Pad Music and their 1997 album Dots and Loops, and in 1996 Capitol Records began issuing the Ultra-Lounge series of lounge music albums. The lounge style was starkly in contrast to the grunge music that dominated the period. These groups wore suits and played music inspired by earlier works of Antônio Carlos Jobim, Juan García Esquivel, Louis Prima and many others.In the 2000s Richard Cheese and Lounge Against the Machine has added to this resurgence by covering (usually profane) hit songs of other genres (primarily metal and hip hop) in the style of a lounge singer. In 2004, the Parisian band, Nouvelle Vague, released a self-titled album in which they covered songs from the '80s post-punk and new wave genres in the style of Bossa Nova. Other artists have taken lounge music to new heights by recombining rock with pop, such as Jon Brion, The Bird and the Bee, Triangle Sun, Pink Martini, the Buddha-Lounge series, and the surrounding regulars of Café Largo. The movie The Rise and Fall of Black Velvet Flag (2003) is a documentary about three older punk rockers who created a lounge-punk band.**In film**In the 1980 movie The Blues Brothers, most of the members of the band were reduced to performing as "Murph and the Magictones"; (headlining at a Holiday Inn) after bandleader Jake Blues went to prison. When the band takes a break to speak with Jake and his brother Elwood, Murph switches on a Muzak version of "Just the Way You Are,"; performed by Billy Joel, a former lounge musician himself. Later, when Jake and Elwood are in an elevator, Jobim's "The Girl from Ipanema"; is heard on Muzak.The 1989 film The Fabulous Baker Boys starred Jeff Bridges, Beau Bridges, and Michelle Pfeiffer as a successful lounge act.The film Swingers was set during the mid-1990s lounge and swing revival in Los Angeles, and featured legendary performers like Dean Martin, Louis Jordan and Tony Bennett, as well as modern lounge acts like Love Jones, Joey Altruda and Big Bad Voodoo Daddy.The soundtrack of the 1994 anthology film Four Rooms consists of lounge music.**Comedy**Andy Kaufman created a character called Tony Clifton. A parody of show biz entitlement and excess, Clifton is untalented, lazy (often not bothering to remember the words to the songs), and abusive to his audiences. Bill Murray also portrayed a particularly bad lounge singer on Saturday Night Live, Nick The Lounge Singer, best known for providing his own lyrics to the John Williams theme from Star Wars and performing an over-the-top version of the Morris Albert hit "Feelings";. Later, Will Ferrell and Ana Gasteyer portrayed a goofy married duo of lounge-style musicians, but in unlikely venues such as high school dances. Part of the humor derived from the incongruous application of their "nerdy"; and outdated style to performances of current pop-music hits. British comedians Mel Smith and Griff Rhys Jones appeared as a cheesy keyboard and bass duo during the end credits of one series of their long-running sketch show. Richard Cheese and The Lounge Kittens specialize in playing lounge-style arrangements of recent popular rock, metal and hip hop songs, sung in a croony traditional swing vocal style, contrasting an elegant jazz treatment of the music with often profane and ribald lyrics to create a humorous dissonance.|/style/lounge
70000544|Rock|Math Rock|Math rock is a rhythmically complex, often guitar-based, style of experimental rock and indie rock music that emerged in the late 1980s, influenced by progressive rock bands like King Crimson and 20th century minimalist composers such as Steve Reich. It is characterized by complex, atypical rhythmic structures (including irregular stopping and starting), counterpoint, odd time signatures, angular melodies, and extended, often dissonant, chords.|/style/math+rock
70000545|Rock|Melodic Death Metal||/style/melodic+death+metal
70000546|Rock|Melodic Hardcore||/style/melodic+hardcore
70000547|Rock|Metalcore||/style/metalcore
70000548|Rock|Mod|The actual subculture that encompassed music, fashion, and the love of Vespa motor scooters started in 1958 in London.  The influences to mod consist of Jazz, R&B, psychedelic rock and soul.  The first bands that define the music are The Who, Small Faces, and The Jam.  The Who's album Quadrophenia and the movie by the same name is a must listen and a must watch.|/style/mod
70000549|Rock|NDW|NDW or "Neue Deutsche Welle"; (translated New German Wave";) is a genre of German rock music originally derived from post-punk and new wave music with electronic influences. It started as an underground wave in Germany around 1981. It reached its peak around 1983/1984 after lots of one-hit-wonders. |/style/ndw
70000550|Rock|New Wave|New wave is a genre of rock music and a term which became popular in the late 1970s and the early 80s with connections to punk rock, disco, and electronic music. New wave was a cultural shift away from the blues, classic rock, and progressive rock sounds which were dominant in the early and mid 70s. The term refers to both this shift and the great amount of cross pollination happening in music in the late 70s when non-mainstream musicians began incorporating a wide range of seemingly disparate sounds with a DIY rawness. Early punk, dub reggae, funk, art rock, glam pop, kraut rock, and experimental electronic music were all very influential on this new wave of rock musicians. For a very short period in the 70s the term was interchangable with Punk, especially in the US where the industry was wary of the "punk fad";. There were also different usages in the UK and the US mainstream media. Some music journalists consider New Wave to be a genre that takes the energy and ethos of Punk and combines it with more sonic and structural experimentation. Still, many consider New Wave to be such a broad umbrella term that it loses any defining power, similar to Alternative Rock which came later. As a result many artists and fans use related subgenres like Synth-Pop, Post-Punk, Goth-Rock, New Romantic, and Dark Wave to point to more specific qualities embodied in the diverse New Wave sound. By the mid 80s the term was less frequently used by both the music industry and journalists, but in the late 1990s and into the 21st century a resurgence and nostalgia for popular 80s music has brought the term back into popular usage. |/style/new+wave
70000551|Rock|No Wave|A avant-garde subgenre of the punk scene that formed in the late 1970's in New York.|/style/no+wave
70000552|Rock|Noisecore|Noisecore is a derivation of Grindcore/Hardcore Punk. Has been use as a term since mid/late 80’s and stabilized itself as a own genre.The songs are usually chaotic short blasts of noise, accompanied by screamed, growled, or shouted vocals. While there is some instrumental variation (some groups use drum machines, others use completely non-musical noise sources), Noisecore acts tend to use a guitar and/or bass guitar.Earlier releases tagged as "Noisecore"; tend to be a raw, chaotic, and lo-fi form of Hardcore; artists in this style include Tranquilizer (2), Kuolema, and Brigada Do Ódio.Napalm Death's "You Suffer"; is generally considered the blueprint for most later Noisecore, being approximately one second long. Tracks can go to even couple dozen of seconds, but hardly ever reaches length of 1 minute or so.Typical Noisecore releases (whether singles or LPs) can contain forty or more songs, with some releases claiming to contain thousands of tracks.Lyrical content varies from highly political (Seven Minutes Of Nausea, Fear Of God) to the gross/offensive (later Anal Cunt, Gore Beyond Necropsy) to the absurd/surreal (Sore Throat, Minch); some acts (early Anal Cunt, Genital Masticator, The Gerogerigege) use wordless vocal sounds.|/style/noisecore
70000553|Rock|Nu Metal|Popular in the later 1990's/early-2000's, after Grunge and Alternative Rock left the mainstream. Typically, this describes harder rock or metal that's influenced by hip-hop.|/style/nu+metal
70000554|Rock|Oi|Oi or Oi! is known as skinhead or workers class Punk in the UK. It is a subculture of Punk and was formed in the 1970's.|/style/oi
70000555|Rock|Parody||/style/parody
70000556|Rock|Pop Punk||/style/pop+punk
70000557|Rock|Pop Rock|Pop Rock grew out of Rock & Roll and Beat in the 1960s. This term can be used to describe rock music that follows the traditional "rock"; format: Drums, guitar, bass & vocals, with catchy hooks / riffs, & vocals.|/style/pop+rock
70000558|Rock|Pornogrind||/style/pornogrind
70000559|Rock|Post Rock|Post-rock is a subgenre of rock music characterized by the influence and use of instruments commonly associated with rock, but using rhythms and "guitars as facilitators of timbre and textures"; not traditionally found in rock. Post-rock bands are often without vocals.|/style/post+rock
70000560|Rock|Post-Hardcore|Post-hardcore is a punk rock music genre that maintains the aggression and intensity of hardcore punk but emphasizes a greater degree of creative expression initially inspired by post-punk and noise rock. Like post-punk, the term has been applied to a broad constellation of groups. The genre took shape in the mid to late 1980s with releases by bands from cities that had established hardcore scenes, such as Fugazi from Washington, D.C. as well as groups such as Big Black and Jawbox that stuck closer to post-hardcore's noise rock roots.|/style/post-hardcore
70000561|Rock|Post-Metal||/style/post-metal
70000562|Rock|Post-Punk|Post-punk (originally called new musick) is a broad type of rock music that emerged from the punk movement of the 1970s, in which artists departed from the simplicity and traditionalism of punk rock to adopt a variety of avant-garde sensibilities. Inspired by punk's energy and DIY ethic but determined to break from rock cliches, artists experimented diversely with sources including electronic music and black styles like funk, disco, dub, and free jazz; novel recording and production techniques; and ideas from art and politics, including critical theory, modernist art and literature. Communities that produced independent record labels, visual art, multimedia performances and fanzines developed around these pioneering musical scenes, which coalesced in cities such as London, New York, Manchester, and San Francisco.The early post-punk vanguard was represented by groups such as Siouxsie and the Banshees, Wire, Public Image Ltd, the Pop Group, Cabaret Voltaire, Magazine, Pere Ubu, Gang of Four, Joy Division, Talking Heads, Throbbing Gristle, the Slits, the Cure, the Fall and Au Pairs. The movement was closely related to the development of ancillary genres such as gothic rock, neo-psychedelia, no wave and industrial music. By the mid 1980s, post-punk had dissipated while providing the impetus for the New Pop movement as well much subsequent alternative and independent music.|/style/post-punk
70000563|Rock|Power Metal|Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context. Generally, power metal is characterized by a faster, lighter, and more uplifting sound, in contrast with the heaviness and dissonance prevalent for example in extreme metal. Power metal bands usually have anthem-like songs with fantasy-based subject matter and strong choruses, thus creating a theatrical, dramatic and emotionally "powerful"; sound.The term was first used in the middle of the 1980s and refers to two different but related styles: the first pioneered and largely practiced in North America with a harder sound similar to speed metal, and a later more widespread and popular style based in Europe (especially Scandinavia, Germany, Greece, Spain and Italy), South America (especially Brazil and Argentina) and East Asia with a lighter, more melodic sound and frequent use of keyboards. |/style/power+metal
70000564|Rock|Power Pop|Heavily influenced by The Beatles, The Easybeats, The Who, The Kinks, Power Pop was a style that first appeared in the very late 1960s with bands like The Rasberries and Badfinger. Vocally driven rock music that has very poppy melodies and vocal stylings. Guitar riffs are prominent, as is the drum track.The term is common for the music of the British 1979 Mod revival (Secret Affair, The Chords, Lambrettas, early Jam). That era's anthem may very well be "Time for Action"; by Secret Affair (see Youtube link)U.S.-American The Knack, who where similarily 1960s-influenced (but unrelated to the "Mod"; movement) had a massive hit with "My Sharona"; in 1980, a well-known prime example of the style.|/style/power+pop
70000565|Rock|Power Violence||/style/power+violence
